gr,richness,caption,colour,shape,opacity,size
NZ26,1165,Number of taxa: 1165,#B29215,square,0.9,0.9
NZ30,642,Number of taxa: 642,#BCC812,square,0.9,0.9
NZ31,915,Number of taxa: 915,#B7AD13,square,0.9,0.9
NZ33,852,Number of taxa: 852,#B7AD13,square,0.9,0.9
NZ40,802,Number of taxa: 802,#B7AD13,square,0.9,0.9
NZ42,933,Number of taxa: 933,#B7AD13,square,0.9,0.9
NZ50,896,Number of taxa: 896,#B7AD13,square,0.9,0.9
NZ51,1051,Number of taxa: 1051,#B29215,square,0.9,0.9
NZ60,678,Number of taxa: 678,#BCC812,square,0.9,0.9
NZ61,869,Number of taxa: 869,#B7AD13,square,0.9,0.9
NZ71,902,Number of taxa: 902,#B7AD13,square,0.9,0.9
NZ81,834,Number of taxa: 834,#B7AD13,square,0.9,0.9
R15,267,Number of taxa: 267,#C1E311,square,0.9,0.9
R81,411,Number of taxa: 411,#C1E311,square,0.9,0.9
S70,812,Number of taxa: 812,#B7AD13,square,0.9,0.9
SD61,1029,Number of taxa: 1029,#B29215,square,0.9,0.9
SD64,832,Number of taxa: 832,#B7AD13,square,0.9,0.9
SE03,767,Number of taxa: 767,#B7AD13,square,0.9,0.9
SE09,748,Number of taxa: 748,#BCC812,square,0.9,0.9
SE13,1568,Number of taxa: 1568,#A85C17,square,0.9,0.9
SE17,552,Number of taxa: 552,#BCC812,square,0.9,0.9
SE19,820,Number of taxa: 820,#B7AD13,square,0.9,0.9
SE29,753,Number of taxa: 753,#B7AD13,square,0.9,0.9
SE34,886,Number of taxa: 886,#B7AD13,square,0.9,0.9
SE35,1029,Number of taxa: 1029,#B29215,square,0.9,0.9
SE43,899,Number of taxa: 899,#B7AD13,square,0.9,0.9
SE47,881,Number of taxa: 881,#B7AD13,square,0.9,0.9
SE49,744,Number of taxa: 744,#BCC812,square,0.9,0.9
SE51,849,Number of taxa: 849,#B7AD13,square,0.9,0.9
SE52,785,Number of taxa: 785,#B7AD13,square,0.9,0.9
SE53,766,Number of taxa: 766,#B7AD13,square,0.9,0.9
SE57,947,Number of taxa: 947,#B7AD13,square,0.9,0.9
SE64,797,Number of taxa: 797,#B7AD13,square,0.9,0.9
SE66,842,Number of taxa: 842,#B7AD13,square,0.9,0.9
SE68,932,Number of taxa: 932,#B7AD13,square,0.9,0.9
SE76,956,Number of taxa: 956,#B7AD13,square,0.9,0.9
SE77,931,Number of taxa: 931,#B7AD13,square,0.9,0.9
SE80,928,Number of taxa: 928,#B7AD13,square,0.9,0.9
SE81,887,Number of taxa: 887,#B7AD13,square,0.9,0.9
SH28,901,Number of taxa: 901,#B7AD13,square,0.9,0.9
SH43,844,Number of taxa: 844,#B7AD13,square,0.9,0.9
SH46,1067,Number of taxa: 1067,#B29215,square,0.9,0.9
SH47,920,Number of taxa: 920,#B7AD13,square,0.9,0.9
SH52,822,Number of taxa: 822,#B7AD13,square,0.9,0.9
SH57,1248,Number of taxa: 1248,#B29215,square,0.9,0.9
SH58,914,Number of taxa: 914,#B7AD13,square,0.9,0.9
SH67,1024,Number of taxa: 1024,#B29215,square,0.9,0.9
SH76,962,Number of taxa: 962,#B7AD13,square,0.9,0.9
SH77,1202,Number of taxa: 1202,#B29215,square,0.9,0.9
SH81,522,Number of taxa: 522,#BCC812,square,0.9,0.9
SH84,582,Number of taxa: 582,#BCC812,square,0.9,0.9
SH85,677,Number of taxa: 677,#BCC812,square,0.9,0.9
SH86,711,Number of taxa: 711,#BCC812,square,0.9,0.9
SH87,1086,Number of taxa: 1086,#B29215,square,0.9,0.9
SH91,565,Number of taxa: 565,#BCC812,square,0.9,0.9
SH93,709,Number of taxa: 709,#BCC812,square,0.9,0.9
SH96,707,Number of taxa: 707,#BCC812,square,0.9,0.9
SH97,998,Number of taxa: 998,#B7AD13,square,0.9,0.9
SJ01,663,Number of taxa: 663,#BCC812,square,0.9,0.9
SJ04,720,Number of taxa: 720,#BCC812,square,0.9,0.9
SJ05,708,Number of taxa: 708,#BCC812,square,0.9,0.9
SJ07,1112,Number of taxa: 1112,#B29215,square,0.9,0.9
SJ10,781,Number of taxa: 781,#B7AD13,square,0.9,0.9
SJ12,760,Number of taxa: 760,#B7AD13,square,0.9,0.9
SJ13,640,Number of taxa: 640,#BCC812,square,0.9,0.9
SJ14,736,Number of taxa: 736,#BCC812,square,0.9,0.9
SJ15,863,Number of taxa: 863,#B7AD13,square,0.9,0.9
SJ17,1072,Number of taxa: 1072,#B29215,square,0.9,0.9
SJ20,855,Number of taxa: 855,#B7AD13,square,0.9,0.9
SJ21,867,Number of taxa: 867,#B7AD13,square,0.9,0.9
SJ23,883,Number of taxa: 883,#B7AD13,square,0.9,0.9
SJ24,939,Number of taxa: 939,#B7AD13,square,0.9,0.9
SJ25,967,Number of taxa: 967,#B7AD13,square,0.9,0.9
SJ30,772,Number of taxa: 772,#B7AD13,square,0.9,0.9
SJ31,826,Number of taxa: 826,#B7AD13,square,0.9,0.9
SJ33,843,Number of taxa: 843,#B7AD13,square,0.9,0.9
SJ40,976,Number of taxa: 976,#B7AD13,square,0.9,0.9
SJ41,1087,Number of taxa: 1087,#B29215,square,0.9,0.9
SJ43,932,Number of taxa: 932,#B7AD13,square,0.9,0.9
SJ49,1112,Number of taxa: 1112,#B29215,square,0.9,0.9
SJ50,1011,Number of taxa: 1011,#B29215,square,0.9,0.9
SJ51,1007,Number of taxa: 1007,#B29215,square,0.9,0.9
SJ52,741,Number of taxa: 741,#BCC812,square,0.9,0.9
SJ60,1062,Number of taxa: 1062,#B29215,square,0.9,0.9
SJ71,879,Number of taxa: 879,#B7AD13,square,0.9,0.9
SJ72,904,Number of taxa: 904,#B7AD13,square,0.9,0.9
SJ84,1255,Number of taxa: 1255,#AD7716,square,0.9,0.9
SJ86,819,Number of taxa: 819,#B7AD13,square,0.9,0.9
SK01,1008,Number of taxa: 1008,#B29215,square,0.9,0.9
SK04,1009,Number of taxa: 1009,#B29215,square,0.9,0.9
SK14,1087,Number of taxa: 1087,#B29215,square,0.9,0.9
SK21,865,Number of taxa: 865,#B7AD13,square,0.9,0.9
SK29,841,Number of taxa: 841,#B7AD13,square,0.9,0.9
SK32,1023,Number of taxa: 1023,#B29215,square,0.9,0.9
SK52,1117,Number of taxa: 1117,#B29215,square,0.9,0.9
SK55,1220,Number of taxa: 1220,#B29215,square,0.9,0.9
SK57,1170,Number of taxa: 1170,#B29215,square,0.9,0.9
SK60,1057,Number of taxa: 1057,#B29215,square,0.9,0.9
SK63,1230,Number of taxa: 1230,#B29215,square,0.9,0.9
SK64,1109,Number of taxa: 1109,#B29215,square,0.9,0.9
SK65,1059,Number of taxa: 1059,#B29215,square,0.9,0.9
SK66,1021,Number of taxa: 1021,#B29215,square,0.9,0.9
SK67,972,Number of taxa: 972,#B7AD13,square,0.9,0.9
SK70,837,Number of taxa: 837,#B7AD13,square,0.9,0.9
SK71,861,Number of taxa: 861,#B7AD13,square,0.9,0.9
SK74,1000,Number of taxa: 1000,#B29215,square,0.9,0.9
SK75,1104,Number of taxa: 1104,#B29215,square,0.9,0.9
SK77,877,Number of taxa: 877,#B7AD13,square,0.9,0.9
SK84,864,Number of taxa: 864,#B7AD13,square,0.9,0.9
SK85,1136,Number of taxa: 1136,#B29215,square,0.9,0.9
SK86,1024,Number of taxa: 1024,#B29215,square,0.9,0.9
SK89,1011,Number of taxa: 1011,#B29215,square,0.9,0.9
SK92,936,Number of taxa: 936,#B7AD13,square,0.9,0.9
SK93,982,Number of taxa: 982,#B7AD13,square,0.9,0.9
SK96,1091,Number of taxa: 1091,#B29215,square,0.9,0.9
SM81,639,Number of taxa: 639,#BCC812,square,0.9,0.9
SN03,830,Number of taxa: 830,#B7AD13,square,0.9,0.9
SN20,967,Number of taxa: 967,#B7AD13,square,0.9,0.9
SN21,786,Number of taxa: 786,#B7AD13,square,0.9,0.9
SN40,1371,Number of taxa: 1371,#AD7716,square,0.9,0.9
SN51,1090,Number of taxa: 1090,#B29215,square,0.9,0.9
SN64,678,Number of taxa: 678,#BCC812,square,0.9,0.9
SN74,722,Number of taxa: 722,#BCC812,square,0.9,0.9
SN78,644,Number of taxa: 644,#BCC812,square,0.9,0.9
SN80,806,Number of taxa: 806,#B7AD13,square,0.9,0.9
SN84,670,Number of taxa: 670,#BCC812,square,0.9,0.9
SN85,505,Number of taxa: 505,#BCC812,square,0.9,0.9
SN88,517,Number of taxa: 517,#BCC812,square,0.9,0.9
SN89,555,Number of taxa: 555,#BCC812,square,0.9,0.9
SN96,727,Number of taxa: 727,#BCC812,square,0.9,0.9
SN99,608,Number of taxa: 608,#BCC812,square,0.9,0.9
SO04,717,Number of taxa: 717,#BCC812,square,0.9,0.9
SO06,740,Number of taxa: 740,#BCC812,square,0.9,0.9
SO10,905,Number of taxa: 905,#B7AD13,square,0.9,0.9
SO18,682,Number of taxa: 682,#BCC812,square,0.9,0.9
SO19,807,Number of taxa: 807,#B7AD13,square,0.9,0.9
SO20,921,Number of taxa: 921,#B7AD13,square,0.9,0.9
SO27,763,Number of taxa: 763,#B7AD13,square,0.9,0.9
SO29,804,Number of taxa: 804,#B7AD13,square,0.9,0.9
SO31,849,Number of taxa: 849,#B7AD13,square,0.9,0.9
SO33,713,Number of taxa: 713,#BCC812,square,0.9,0.9
SO37,855,Number of taxa: 855,#B7AD13,square,0.9,0.9
SO38,833,Number of taxa: 833,#B7AD13,square,0.9,0.9
SO40,924,Number of taxa: 924,#B7AD13,square,0.9,0.9
SO41,887,Number of taxa: 887,#B7AD13,square,0.9,0.9
SO47,916,Number of taxa: 916,#B7AD13,square,0.9,0.9
SO50,1207,Number of taxa: 1207,#B29215,square,0.9,0.9
SO53,988,Number of taxa: 988,#B7AD13,square,0.9,0.9
SO57,940,Number of taxa: 940,#B7AD13,square,0.9,0.9
SO58,781,Number of taxa: 781,#B7AD13,square,0.9,0.9
SO59,812,Number of taxa: 812,#B7AD13,square,0.9,0.9
SO60,1220,Number of taxa: 1220,#B29215,square,0.9,0.9
SO62,959,Number of taxa: 959,#B7AD13,square,0.9,0.9
SO67,884,Number of taxa: 884,#B7AD13,square,0.9,0.9
SO68,727,Number of taxa: 727,#BCC812,square,0.9,0.9
SO69,815,Number of taxa: 815,#B7AD13,square,0.9,0.9
SO74,1424,Number of taxa: 1424,#AD7716,square,0.9,0.9
SO77,1184,Number of taxa: 1184,#B29215,square,0.9,0.9
SO78,977,Number of taxa: 977,#B7AD13,square,0.9,0.9
SO84,1236,Number of taxa: 1236,#B29215,square,0.9,0.9
SO87,1331,Number of taxa: 1331,#AD7716,square,0.9,0.9
SO99,1237,Number of taxa: 1237,#B29215,square,0.9,0.9
SP09,1224,Number of taxa: 1224,#B29215,square,0.9,0.9
SP12,1002,Number of taxa: 1002,#B29215,square,0.9,0.9
SP16,946,Number of taxa: 946,#B7AD13,square,0.9,0.9
SP28,981,Number of taxa: 981,#B7AD13,square,0.9,0.9
SP33,927,Number of taxa: 927,#B7AD13,square,0.9,0.9
SP36,1090,Number of taxa: 1090,#B29215,square,0.9,0.9
SP39,975,Number of taxa: 975,#B7AD13,square,0.9,0.9
SP41,1187,Number of taxa: 1187,#B29215,square,0.9,0.9
SP59,1028,Number of taxa: 1028,#B29215,square,0.9,0.9
SP73,870,Number of taxa: 870,#B7AD13,square,0.9,0.9
SP83,1082,Number of taxa: 1082,#B29215,square,0.9,0.9
SP85,945,Number of taxa: 945,#B7AD13,square,0.9,0.9
SP92,1069,Number of taxa: 1069,#B29215,square,0.9,0.9
SP93,1057,Number of taxa: 1057,#B29215,square,0.9,0.9
SP94,762,Number of taxa: 762,#B7AD13,square,0.9,0.9
SS21,879,Number of taxa: 879,#B7AD13,square,0.9,0.9
SS88,946,Number of taxa: 946,#B7AD13,square,0.9,0.9
SS89,720,Number of taxa: 720,#BCC812,square,0.9,0.9
ST01,943,Number of taxa: 943,#B7AD13,square,0.9,0.9
ST03,1030,Number of taxa: 1030,#B29215,square,0.9,0.9
ST11,941,Number of taxa: 941,#B7AD13,square,0.9,0.9
ST29,955,Number of taxa: 955,#B7AD13,square,0.9,0.9
ST38,1123,Number of taxa: 1123,#B29215,square,0.9,0.9
ST39,958,Number of taxa: 958,#B7AD13,square,0.9,0.9
ST48,1007,Number of taxa: 1007,#B29215,square,0.9,0.9
ST49,982,Number of taxa: 982,#B7AD13,square,0.9,0.9
ST59,1296,Number of taxa: 1296,#AD7716,square,0.9,0.9
ST61,1089,Number of taxa: 1089,#B29215,square,0.9,0.9
ST79,936,Number of taxa: 936,#B7AD13,square,0.9,0.9
ST80,1058,Number of taxa: 1058,#B29215,square,0.9,0.9
ST87,916,Number of taxa: 916,#B7AD13,square,0.9,0.9
ST90,1073,Number of taxa: 1073,#B29215,square,0.9,0.9
ST93,888,Number of taxa: 888,#B7AD13,square,0.9,0.9
ST96,1021,Number of taxa: 1021,#B29215,square,0.9,0.9
SU00,1165,Number of taxa: 1165,#B29215,square,0.9,0.9
SU22,1071,Number of taxa: 1071,#B29215,square,0.9,0.9
SU26,939,Number of taxa: 939,#B7AD13,square,0.9,0.9
SU32,1188,Number of taxa: 1188,#B29215,square,0.9,0.9
SU40,1289,Number of taxa: 1289,#AD7716,square,0.9,0.9
SU41,1541,Number of taxa: 1541,#A85C17,square,0.9,0.9
SU45,918,Number of taxa: 918,#B7AD13,square,0.9,0.9
SU46,1360,Number of taxa: 1360,#AD7716,square,0.9,0.9
SU47,986,Number of taxa: 986,#B7AD13,square,0.9,0.9
SU53,1068,Number of taxa: 1068,#B29215,square,0.9,0.9
SU56,1258,Number of taxa: 1258,#AD7716,square,0.9,0.9
SU66,1215,Number of taxa: 1215,#B29215,square,0.9,0.9
SU67,1301,Number of taxa: 1301,#AD7716,square,0.9,0.9
SU76,1326,Number of taxa: 1326,#AD7716,square,0.9,0.9
SU80,1207,Number of taxa: 1207,#B29215,square,0.9,0.9
SU85,1372,Number of taxa: 1372,#AD7716,square,0.9,0.9
SU87,1186,Number of taxa: 1186,#B29215,square,0.9,0.9
SU93,1201,Number of taxa: 1201,#B29215,square,0.9,0.9
SU95,1397,Number of taxa: 1397,#AD7716,square,0.9,0.9
SU97,1430,Number of taxa: 1430,#AD7716,square,0.9,0.9
SX06,1008,Number of taxa: 1008,#B29215,square,0.9,0.9
SX26,1019,Number of taxa: 1019,#B29215,square,0.9,0.9
SX38,967,Number of taxa: 967,#B7AD13,square,0.9,0.9
SX58,692,Number of taxa: 692,#BCC812,square,0.9,0.9
SX64,1005,Number of taxa: 1005,#B29215,square,0.9,0.9
SX79,812,Number of taxa: 812,#B7AD13,square,0.9,0.9
SX88,991,Number of taxa: 991,#B7AD13,square,0.9,0.9
SX89,880,Number of taxa: 880,#B7AD13,square,0.9,0.9
SY09,1031,Number of taxa: 1031,#B29215,square,0.9,0.9
SY18,1003,Number of taxa: 1003,#B29215,square,0.9,0.9
SY19,916,Number of taxa: 916,#B7AD13,square,0.9,0.9
SY29,1048,Number of taxa: 1048,#B29215,square,0.9,0.9
SY88,1244,Number of taxa: 1244,#B29215,square,0.9,0.9
SY99,1253,Number of taxa: 1253,#AD7716,square,0.9,0.9
SZ29,1391,Number of taxa: 1391,#AD7716,square,0.9,0.9
SZ38,1180,Number of taxa: 1180,#B29215,square,0.9,0.9
SZ39,1378,Number of taxa: 1378,#AD7716,square,0.9,0.9
SZ58,1307,Number of taxa: 1307,#AD7716,square,0.9,0.9
SZ59,1197,Number of taxa: 1197,#B29215,square,0.9,0.9
TA00,887,Number of taxa: 887,#B7AD13,square,0.9,0.9
TA01,887,Number of taxa: 887,#B7AD13,square,0.9,0.9
TA11,883,Number of taxa: 883,#B7AD13,square,0.9,0.9
TF02,957,Number of taxa: 957,#B7AD13,square,0.9,0.9
TF09,884,Number of taxa: 884,#B7AD13,square,0.9,0.9
TF16,926,Number of taxa: 926,#B7AD13,square,0.9,0.9
TF18,862,Number of taxa: 862,#B7AD13,square,0.9,0.9
TF19,893,Number of taxa: 893,#B7AD13,square,0.9,0.9
TF25,866,Number of taxa: 866,#B7AD13,square,0.9,0.9
TF26,1053,Number of taxa: 1053,#B29215,square,0.9,0.9
TF27,790,Number of taxa: 790,#B7AD13,square,0.9,0.9
TF28,773,Number of taxa: 773,#B7AD13,square,0.9,0.9
TF34,985,Number of taxa: 985,#B7AD13,square,0.9,0.9
TF35,789,Number of taxa: 789,#B7AD13,square,0.9,0.9
TF38,949,Number of taxa: 949,#B7AD13,square,0.9,0.9
TF39,757,Number of taxa: 757,#B7AD13,square,0.9,0.9
TF47,882,Number of taxa: 882,#B7AD13,square,0.9,0.9
TF48,806,Number of taxa: 806,#B7AD13,square,0.9,0.9
TF60,988,Number of taxa: 988,#B7AD13,square,0.9,0.9
TF61,1149,Number of taxa: 1149,#B29215,square,0.9,0.9
TF62,1262,Number of taxa: 1262,#AD7716,square,0.9,0.9
TF70,978,Number of taxa: 978,#B7AD13,square,0.9,0.9
TF72,958,Number of taxa: 958,#B7AD13,square,0.9,0.9
TF73,751,Number of taxa: 751,#B7AD13,square,0.9,0.9
TF81,855,Number of taxa: 855,#B7AD13,square,0.9,0.9
TF82,891,Number of taxa: 891,#B7AD13,square,0.9,0.9
TF83,881,Number of taxa: 881,#B7AD13,square,0.9,0.9
TF91,1022,Number of taxa: 1022,#B29215,square,0.9,0.9
TF92,1045,Number of taxa: 1045,#B29215,square,0.9,0.9
TG01,989,Number of taxa: 989,#B7AD13,square,0.9,0.9
TG03,1081,Number of taxa: 1081,#B29215,square,0.9,0.9
TG12,1028,Number of taxa: 1028,#B29215,square,0.9,0.9
TG20,1336,Number of taxa: 1336,#AD7716,square,0.9,0.9
TG22,966,Number of taxa: 966,#B7AD13,square,0.9,0.9
TG23,1035,Number of taxa: 1035,#B29215,square,0.9,0.9
TG32,1041,Number of taxa: 1041,#B29215,square,0.9,0.9
TG33,841,Number of taxa: 841,#B7AD13,square,0.9,0.9
TG40,1076,Number of taxa: 1076,#B29215,square,0.9,0.9
TL04,989,Number of taxa: 989,#B7AD13,square,0.9,0.9
TL05,997,Number of taxa: 997,#B7AD13,square,0.9,0.9
TL09,1100,Number of taxa: 1100,#B29215,square,0.9,0.9
TL14,1067,Number of taxa: 1067,#B29215,square,0.9,0.9
TL40,1155,Number of taxa: 1155,#B29215,square,0.9,0.9
TL41,1144,Number of taxa: 1144,#B29215,square,0.9,0.9
TL56,1110,Number of taxa: 1110,#B29215,square,0.9,0.9
TL60,995,Number of taxa: 995,#B7AD13,square,0.9,0.9
TL73,918,Number of taxa: 918,#B7AD13,square,0.9,0.9
TL77,1137,Number of taxa: 1137,#B29215,square,0.9,0.9
TL78,1174,Number of taxa: 1174,#B29215,square,0.9,0.9
TL79,997,Number of taxa: 997,#B7AD13,square,0.9,0.9
TL84,1027,Number of taxa: 1027,#B29215,square,0.9,0.9
TL87,986,Number of taxa: 986,#B7AD13,square,0.9,0.9
TL88,1076,Number of taxa: 1076,#B29215,square,0.9,0.9
TL93,993,Number of taxa: 993,#B7AD13,square,0.9,0.9
TL98,919,Number of taxa: 919,#B7AD13,square,0.9,0.9
TL99,1044,Number of taxa: 1044,#B29215,square,0.9,0.9
TM02,1152,Number of taxa: 1152,#B29215,square,0.9,0.9
TM08,957,Number of taxa: 957,#B7AD13,square,0.9,0.9
TM09,944,Number of taxa: 944,#B7AD13,square,0.9,0.9
TM29,920,Number of taxa: 920,#B7AD13,square,0.9,0.9
TM34,973,Number of taxa: 973,#B7AD13,square,0.9,0.9
TM35,1125,Number of taxa: 1125,#B29215,square,0.9,0.9
TM39,1079,Number of taxa: 1079,#B29215,square,0.9,0.9
TM45,1062,Number of taxa: 1062,#B29215,square,0.9,0.9
TM47,1270,Number of taxa: 1270,#AD7716,square,0.9,0.9
TQ05,1712,Number of taxa: 1712,#A85C17,square,0.9,0.9
TQ09,1498,Number of taxa: 1498,#AD7716,square,0.9,0.9
TQ16,1668,Number of taxa: 1668,#A85C17,square,0.9,0.9
TQ25,1627,Number of taxa: 1627,#A85C17,square,0.9,0.9
TQ38,1750,Number of taxa: 1750,#A44119,square,0.9,0.9
TQ50,1237,Number of taxa: 1237,#B29215,square,0.9,0.9
TQ51,987,Number of taxa: 987,#B7AD13,square,0.9,0.9
TQ52,952,Number of taxa: 952,#B7AD13,square,0.9,0.9
TQ59,1363,Number of taxa: 1363,#AD7716,square,0.9,0.9
TQ63,940,Number of taxa: 940,#B7AD13,square,0.9,0.9
TQ71,985,Number of taxa: 985,#B7AD13,square,0.9,0.9
TQ79,870,Number of taxa: 870,#B7AD13,square,0.9,0.9
TQ93,833,Number of taxa: 833,#B7AD13,square,0.9,0.9
W65,615,Number of taxa: 615,#BCC812,square,0.9,0.9
H68,462,Number of taxa: 462,#C1E311,square,0.9,0.9
J11,735,Number of taxa: 735,#BCC812,square,0.9,0.9
J21,774,Number of taxa: 774,#B7AD13,square,0.9,0.9
J22,478,Number of taxa: 478,#C1E311,square,0.9,0.9
J24,455,Number of taxa: 455,#C1E311,square,0.9,0.9
J55,771,Number of taxa: 771,#B7AD13,square,0.9,0.9
NH88,740,Number of taxa: 740,#BCC812,square,0.9,0.9
NH98,561,Number of taxa: 561,#BCC812,square,0.9,0.9
NJ11,548,Number of taxa: 548,#BCC812,square,0.9,0.9
NX18,635,Number of taxa: 635,#BCC812,square,0.9,0.9
NX28,470,Number of taxa: 470,#C1E311,square,0.9,0.9
R16,375,Number of taxa: 375,#C1E311,square,0.9,0.9
R58,436,Number of taxa: 436,#C1E311,square,0.9,0.9
S11,572,Number of taxa: 572,#BCC812,square,0.9,0.9
SD32,1248,Number of taxa: 1248,#B29215,square,0.9,0.9
SD77,820,Number of taxa: 820,#B7AD13,square,0.9,0.9
SD97,758,Number of taxa: 758,#B7AD13,square,0.9,0.9
SE05,822,Number of taxa: 822,#B7AD13,square,0.9,0.9
SE98,991,Number of taxa: 991,#B7AD13,square,0.9,0.9
SJ34,891,Number of taxa: 891,#B7AD13,square,0.9,0.9
SJ95,939,Number of taxa: 939,#B7AD13,square,0.9,0.9
SK03,851,Number of taxa: 851,#B7AD13,square,0.9,0.9
SK40,913,Number of taxa: 913,#B7AD13,square,0.9,0.9
SK50,1329,Number of taxa: 1329,#AD7716,square,0.9,0.9
SN42,930,Number of taxa: 930,#B7AD13,square,0.9,0.9
SN61,1038,Number of taxa: 1038,#B29215,square,0.9,0.9
SP58,884,Number of taxa: 884,#B7AD13,square,0.9,0.9
SP72,822,Number of taxa: 822,#B7AD13,square,0.9,0.9
SS80,816,Number of taxa: 816,#B7AD13,square,0.9,0.9
ST13,976,Number of taxa: 976,#B7AD13,square,0.9,0.9
SU25,823,Number of taxa: 823,#B7AD13,square,0.9,0.9
SU39,1076,Number of taxa: 1076,#B29215,square,0.9,0.9
SU49,1290,Number of taxa: 1290,#AD7716,square,0.9,0.9
SU54,907,Number of taxa: 907,#B7AD13,square,0.9,0.9
SU74,1040,Number of taxa: 1040,#B29215,square,0.9,0.9
SZ08,1498,Number of taxa: 1498,#AD7716,square,0.9,0.9
TF07,939,Number of taxa: 939,#B7AD13,square,0.9,0.9
TL13,1122,Number of taxa: 1122,#B29215,square,0.9,0.9
TL36,1019,Number of taxa: 1019,#B29215,square,0.9,0.9
TL61,802,Number of taxa: 802,#B7AD13,square,0.9,0.9
TQ07,1496,Number of taxa: 1496,#AD7716,square,0.9,0.9
TQ17,1841,Number of taxa: 1841,#A44119,square,0.9,0.9
TQ18,1469,Number of taxa: 1469,#AD7716,square,0.9,0.9
TQ28,1753,Number of taxa: 1753,#A44119,square,0.9,0.9
TQ36,1519,Number of taxa: 1519,#A85C17,square,0.9,0.9
TQ39,1389,Number of taxa: 1389,#AD7716,square,0.9,0.9
TQ48,1469,Number of taxa: 1469,#AD7716,square,0.9,0.9
TQ49,1306,Number of taxa: 1306,#AD7716,square,0.9,0.9
TQ56,1338,Number of taxa: 1338,#AD7716,square,0.9,0.9
TQ57,1640,Number of taxa: 1640,#A85C17,square,0.9,0.9
TQ58,1437,Number of taxa: 1437,#AD7716,square,0.9,0.9
TQ66,1211,Number of taxa: 1211,#B29215,square,0.9,0.9
TQ68,1236,Number of taxa: 1236,#B29215,square,0.9,0.9
TR06,1116,Number of taxa: 1116,#B29215,square,0.9,0.9
C13,516,Number of taxa: 516,#BCC812,square,0.9,0.9
C41,637,Number of taxa: 637,#BCC812,square,0.9,0.9
C54,477,Number of taxa: 477,#C1E311,square,0.9,0.9
C82,543,Number of taxa: 543,#BCC812,square,0.9,0.9
C83,769,Number of taxa: 769,#B7AD13,square,0.9,0.9
C93,502,Number of taxa: 502,#BCC812,square,0.9,0.9
D13,451,Number of taxa: 451,#C1E311,square,0.9,0.9
D31,636,Number of taxa: 636,#BCC812,square,0.9,0.9
F83,360,Number of taxa: 360,#C1E311,square,0.9,0.9
G20,551,Number of taxa: 551,#BCC812,square,0.9,0.9
G79,589,Number of taxa: 589,#BCC812,square,0.9,0.9
G85,587,Number of taxa: 587,#BCC812,square,0.9,0.9
H35,512,Number of taxa: 512,#BCC812,square,0.9,0.9
H47,584,Number of taxa: 584,#BCC812,square,0.9,0.9
H55,585,Number of taxa: 585,#BCC812,square,0.9,0.9
H63,613,Number of taxa: 613,#BCC812,square,0.9,0.9
H74,635,Number of taxa: 635,#BCC812,square,0.9,0.9
H75,585,Number of taxa: 585,#BCC812,square,0.9,0.9
H83,510,Number of taxa: 510,#BCC812,square,0.9,0.9
H84,656,Number of taxa: 656,#BCC812,square,0.9,0.9
H86,717,Number of taxa: 717,#BCC812,square,0.9,0.9
H89,616,Number of taxa: 616,#BCC812,square,0.9,0.9
H95,659,Number of taxa: 659,#BCC812,square,0.9,0.9
HU48,374,Number of taxa: 374,#C1E311,square,0.9,0.9
HU58,312,Number of taxa: 312,#C1E311,square,0.9,0.9
HY32,527,Number of taxa: 527,#BCC812,square,0.9,0.9
J03,631,Number of taxa: 631,#BCC812,square,0.9,0.9
J15,572,Number of taxa: 572,#BCC812,square,0.9,0.9
J17,595,Number of taxa: 595,#BCC812,square,0.9,0.9
J35,567,Number of taxa: 567,#BCC812,square,0.9,0.9
J36,745,Number of taxa: 745,#BCC812,square,0.9,0.9
J39,587,Number of taxa: 587,#BCC812,square,0.9,0.9
J44,738,Number of taxa: 738,#BCC812,square,0.9,0.9
J45,677,Number of taxa: 677,#BCC812,square,0.9,0.9
J46,709,Number of taxa: 709,#BCC812,square,0.9,0.9
J57,764,Number of taxa: 764,#B7AD13,square,0.9,0.9
L64,569,Number of taxa: 569,#BCC812,square,0.9,0.9
M05,507,Number of taxa: 507,#BCC812,square,0.9,0.9
N11,527,Number of taxa: 527,#BCC812,square,0.9,0.9
N92,572,Number of taxa: 572,#BCC812,square,0.9,0.9
NC12,458,Number of taxa: 458,#C1E311,square,0.9,0.9
NC21,506,Number of taxa: 506,#BCC812,square,0.9,0.9
NC42,342,Number of taxa: 342,#C1E311,square,0.9,0.9
NC60,490,Number of taxa: 490,#C1E311,square,0.9,0.9
NC70,734,Number of taxa: 734,#BCC812,square,0.9,0.9
NC71,415,Number of taxa: 415,#C1E311,square,0.9,0.9
ND01,834,Number of taxa: 834,#B7AD13,square,0.9,0.9
ND15,437,Number of taxa: 437,#C1E311,square,0.9,0.9
ND29,437,Number of taxa: 437,#C1E311,square,0.9,0.9
NF98,483,Number of taxa: 483,#C1E311,square,0.9,0.9
NG74,537,Number of taxa: 537,#BCC812,square,0.9,0.9
NG85,657,Number of taxa: 657,#BCC812,square,0.9,0.9
NH13,333,Number of taxa: 333,#C1E311,square,0.9,0.9
NH14,295,Number of taxa: 295,#C1E311,square,0.9,0.9
NH25,440,Number of taxa: 440,#C1E311,square,0.9,0.9
NH46,540,Number of taxa: 540,#BCC812,square,0.9,0.9
